name,category,lat,lon
Brewery Bar,pub,53.3404859,-6.2868779
EpiCenter,pub,53.3572808,-6.2269266
Spar,convenience,53.3571369,-6.2270344
Pebble Beach,pub,53.3594872,-6.1896797
Fabio's,fast_food,53.3875133,-6.2008864
Joe's Village Kitchen,restaurant,53.3889191,-6.2010789
Kyle’s,pub,53.3888556,-6.2008612
Spar,convenience,53.387255,-6.2009442
Wok Cuisine,fast_food,53.3874605,-6.2009101
Spar,convenience,53.3886828,-6.1952338
Dusk Nightclub,pub,53.3964581,-6.2149245
Graingers,convenience,53.3979941,-6.1272131
Centra,convenience,53.3964421,-6.2221597
Alpine Grill,fast_food,53.3865305,-6.2116119
Ardlea Inn,pub,53.3866526,-6.2115954
Graham O'Sullivan,restaurant,53.3836222,-6.2155708
Jays Newsagents,convenience,53.3863999,-6.2117052
Spar,convenience,53.3823479,-6.2075225
Tesco,supermarket,53.3832526,-6.2151041
The Roundabout,pub,53.383917,-6.2068448
Cosy Takeaway,fast_food,53.3808396,-6.2086072
Domino's,fast_food,53.3803097,-6.2106099
Madhobi,restaurant,53.3811625,-6.2081899
Fortune City,fast_food,53.3807917,-6.2086541
The Goblet,pub,53.3803132,-6.2100929
Costa,cafe,53.3909402,-6.38599
AIB,atm,53.3915282,-6.390856
,atm,53.3921592,-6.388912
,atm,53.3936665,-6.3910288
,atm,53.3938971,-6.3899367
,atm,53.3939215,-6.3901662
Ulster Bank,atm,53.3511754,-6.24958
Koshiba,restaurant,53.3715358,-6.4878808
Dunnes Stores,supermarket,53.4346959,-6.1305882
Fired Up,fast_food,53.3211058,-6.2349008
The Perch,cafe,53.3433475,-6.2572551
Dublin Airport Duty Free,convenience,53.4306213,-6.2478958
Cuan,cafe,53.4285487,-6.2469428
Kavanagh’s,pub,53.3363545,-6.2728363
Blue Max Restaurant,restaurant,53.3556726,-6.489584
Aldi,supermarket,53.2796868,-6.213208
Celistine's Brasserie,restaurant,53.3764812,-6.2174302
The Canal Bank Café,restaurant,53.3311142,-6.251568
Fishtail,restaurant,53.3046718,-6.2453807
An Cappagh Nua,pub,53.395102,-6.3111759
Star Pizza,fast_food,53.3514792,-6.2506492
Nan,restaurant,53.3412721,-6.2648794
Mace,convenience,53.3338683,-6.2750916
,atm,53.3278652,-6.3440391
EBS building society,bank,53.3690395,-6.2545055
Abrakebabra,fast_food,53.3858425,-6.3731954
Lidl,supermarket,53.3965951,-6.1384561
The Tea Rooms,cafe,53.3588292,-6.4470482
La Banca,restaurant,53.3576486,-6.4497283
Centra,convenience,53.3565824,-6.2332819
Polonez,supermarket,53.3611864,-6.298917
,atm,53.3612088,-6.2989921
Millenium,fast_food,53.3611063,-6.2993783
James Joyce Bistro,restaurant,53.3483357,-6.3422578
Jacobs,pub,53.2805016,-6.4445633
,atm,53.344573,-6.2972258
Bombay Pantry,fast_food,53.3649359,-6.2396591
Gravity Climbing Centre,sports_centre,53.335835,-6.3236231
Awesome Walls Dublin,sports_centre,53.4016337,-6.3161516
Nightmarket,restaurant,53.3238877,-6.2510255
Kinara Kitchen,restaurant,53.3256467,-6.2553438
The Wild Goose Grill,restaurant,53.3232597,-6.2499631
Ulster Bank,atm,53.3491451,-6.2317008
Hemidemisemiquaver Bar,bar,53.3487544,-6.2285572
Ulster Bank,atm,53.3455598,-6.2453684
,restaurant,53.3501869,-6.2572535
Pa Pa Pizzeria,fast_food,53.3501525,-6.257609
Le Bon Crubeen,restaurant,53.3505551,-6.2549726
O’Shea’s,pub,53.3508625,-6.2542696
Millenium Takeaway,fast_food,53.3532755,-6.2601144
Ulster Bank,atm,53.3313277,-6.2612337
AIB,atm,53.3484561,-6.2588521
Starbucks,cafe,53.3564906,-6.2322211
Bibi's,cafe,53.3336118,-6.272524
Off Beat Donut Co,cafe,53.3466141,-6.2923626
Madhoshi,fast_food,53.2689316,-6.242669
Papa Gigios,cafe,53.2689429,-6.2425389
Avoca,supermarket,53.2843815,-6.4562639
The Egg Cafe,cafe,53.2843254,-6.4560889
Spar,convenience,53.3254757,-6.3212473
SoBo,cafe,53.3435998,-6.2489489
,atm,53.2880644,-6.2424418
Tandoori Masala,fast_food,53.3340092,-6.2918963
Bank of Ireland,atm,53.3856123,-6.0652185
Tea Room,cafe,53.2980625,-6.2841318
Tesco Express,convenience,53.2049662,-6.1057805
The Health Store,convenience,53.2049253,-6.1062143
Stillorgan Credit Union,bank,53.28831,-6.2017971
,convenience,53.2043111,-6.1009246
Insomnia,cafe,53.3487461,-6.2478133
Il Caffé Di Napoli,cafe,53.3413231,-6.2468749
Clement & Pekoe,cafe,53.3415548,-6.2628064
Bank of Ireland,bank,53.3139304,-6.3940712
99c Store,convenience,53.361371,-6.2987449
,atm,53.2749592,-6.2534972
,atm,53.29034,-6.2668186
,atm,53.2903529,-6.2675042
,sports_centre,53.2816271,-6.262345
,sports_centre,53.2816767,-6.25767
,sports_centre,53.2745083,-6.2630652
The Black Lion,pub,53.3213469,-6.3933861
The Laurels,pub,53.3209592,-6.3929596
The Purty Central,pub,53.3211955,-6.3932185
The Steering Wheel,pub,53.3207853,-6.3941733
Subway,fast_food,53.3223643,-6.3926836
Nearby,convenience,53.3206084,-6.3947006
SuperValu,supermarket,53.3479966,-6.453273
Base Wood Fired Pizza,fast_food,53.3483959,-6.4525796
Hard Rock Cafe,restaurant,53.3458205,-6.2607228
West Wood Club,fitness_centre,53.3462897,-6.2605896
AUL Complex,sports_centre,53.4197772,-6.2162042
Good World Restaurant,restaurant,53.3428318,-6.2642249
HX46 Rathfarnham,cafe,53.2809793,-6.2747565
,atm,53.2045616,-6.1010733
,fast_food,53.2070677,-6.1129179
Kebab Palace,restaurant,53.2061938,-6.1106649
O'Brien's Sandwich Bar,fast_food,53.4455888,-6.2239244
TGI Fridays,restaurant,53.4457248,-6.2237983
Capri,fast_food,53.2046585,-6.1015205
Gate Newsagent,convenience,53.3437628,-6.2686622
SuperValu,supermarket,53.3805074,-6.1782742
Centra,convenience,53.2770058,-6.3800288
Cre-Scent,fast_food,53.2770016,-6.3799042
Roma,fast_food,53.2769945,-6.3798033
,restaurant,53.3111987,-6.3594453
Josh's Place,cafe,53.3122691,-6.3598369
Subway,fast_food,53.3124398,-6.3590872
Icon Health Club,sports_centre,53.3362365,-6.2651539
,atm,53.4218605,-6.1363471
,convenience,53.4222978,-6.1355462
,atm,53.4196508,-6.1400201
Mace,convenience,53.4197267,-6.1399197
Honey Honey,cafe,53.4215386,-6.1368286
Angelos,fast_food,53.4210916,-6.1369516
Oriental Kitchen,fast_food,53.4205897,-6.1388083
Sea Palace,fast_food,53.4218112,-6.1362812
India Link,fast_food,53.4218785,-6.1361618
Domino's,fast_food,53.4219391,-6.1360559
Aldi,supermarket,53.2881359,-6.3770619
Dunnes Stores,supermarket,53.2871782,-6.3713251
Filipino Bakery,bakery,53.347752,-6.2636859
AIB,atm,53.3432519,-6.2760254
Silk Road Cafe,restaurant,53.3422878,-6.2674266
Subway,fast_food,53.3486942,-6.2437585
Starbucks,cafe,53.3485773,-6.2279372
Sri Trigoma,fast_food,53.2459651,-6.1359594
Spartakey,cafe,53.2949629,-6.3499819
Curves,fitness_centre,53.2948768,-6.3543364
Californian Burrito Bar,fast_food,53.3374954,-6.2515846
Subway,fast_food,53.2520313,-6.1844229
Vanilla Pod Eatery,cafe,53.2519793,-6.1845428
Ulster Bank,atm,53.3337897,-6.2620011
Spread Café,restaurant,53.3474932,-6.2824553
Costcutter Express,convenience,53.3457585,-6.271524
Londis,convenience,53.3413279,-6.2788407
The Food Rebel,fast_food,53.339751,-6.278284
East,restaurant,53.3392996,-6.2802479
The Elphin,pub,53.3893347,-6.1236878
The Halfway House,pub,53.3238179,-6.328425
UCD Sport and Fitness,sports_centre,53.3081221,-6.2280969
Marble Arch,pub,53.3359111,-6.3120401
The Hub (The Shaw Arms),pub,53.3206892,-6.3162604
The Legal Eagle,pub,53.3458363,-6.2721543
Mróz,supermarket,53.3361779,-6.2882424
Fade Street Social,restaurant,53.3418336,-6.2639536
Health Services Staff Credit Union,bank,53.3432178,-6.2728505
Macari's,fast_food,53.285633,-6.3777254
Bear Market,cafe,53.2889193,-6.2058381
Eddie Rocket's,fast_food,53.2901699,-6.2002255
Starbucks,cafe,53.2890572,-6.2003971
Bank of Ireland,atm,53.3449653,-6.2577662
The Washerwoman,restaurant,53.3754361,-6.2696809
Tolteca,fast_food,53.3342267,-6.2650847
Ocean Garden,fast_food,53.3274249,-6.309215
Contemporary Music Centre,library,53.344172,-6.2695967
Bolton Street Library,library,53.3510182,-6.2683683
pitta pan,convenience,53.3519119,-6.2695087
Spar,convenience,53.3521555,-6.269323
The Green Room,pub,53.3498005,-6.2299289
Seabank House,pub,53.3548879,-6.2291889
The Stone Boat,pub,53.3206435,-6.2921726
KCR House,pub,53.3141966,-6.2964378
Centra,convenience,53.3144905,-6.2961384
The Old County,pub,53.3273937,-6.3060022
Graft Coffee,cafe,53.2788981,-6.1617369
The Square Ball,pub,53.340843,-6.244782
The Strand House,pub,53.3550033,-6.2460175
Mullet’s,pub,53.3525793,-6.2493006
Nando's,restaurant,53.3487766,-6.2673259
Centra,convenience,53.3246096,-6.2963708
Red Rice,fast_food,53.3197192,-6.2898283
Blackbanks Bar & Grill,pub,53.3859746,-6.1555082
Centra,convenience,53.3854691,-6.1552615
Kilbarrack United F.C.,sports_centre,53.3861985,-6.1558623
Dunnes,restaurant,53.394151,-6.3908434
Third Space,cafe,53.3477867,-6.2787436
Spar,convenience,53.326684,-6.2908053
Cellar Bar,bar,53.3387556,-6.2526088
Cumiskey’s,pub,53.3543418,-6.2720059
The Berkeley,pub,53.3561569,-6.2678426
Donnybrook Fair,convenience,53.289167,-6.1999371
Bison Bar,bar,53.3454018,-6.2663687
Muldowney’s,pub,53.2818989,-6.4660302
,atm,53.3138844,-6.2381806
Foodgame,cafe,53.3375138,-6.2342208
The Pig & Heifer,cafe,53.3433595,-6.2461907
La Dolce Italia,cafe,53.2918176,-6.1367481
FXB Butcher,restaurant,53.3373195,-6.2518535
Centra,convenience,53.3314697,-6.2315256
F.X. Buckley,restaurant,53.34459,-6.2639304
Ben Dunne Gym,sports_centre,53.3482897,-6.4233196
"Sheela Place, Indian Takeaway restaurant",fast_food,53.3472917,-6.4222153
Country Store Cafe,cafe,53.25469,-6.3205406
Live & Breathe Pilates,sports_centre,53.336333,-6.2686583
% Arabica,cafe,53.3434993,-6.247102
,restaurant,53.4418327,-6.3372094
Herbert Park Tennis Courts,sports_centre,53.328449,-6.236051
Forte Takeaway,fast_food,53.3591534,-6.2615302
Poolside Cafe,cafe,53.3083032,-6.2277747
Wilde & Green,cafe,53.312006,-6.2479439
McDonald's,fast_food,53.3013567,-6.1817885
AIB,atm,53.3021804,-6.1793057
Newsbees Newsagents,convenience,53.2995095,-6.3799457
Butler's Pantry,bakery,53.3007344,-6.1891885
SuperValu,supermarket,53.3465035,-6.260352
Bóbó's,restaurant,53.3443118,-6.263958
Circle K,convenience,53.3444305,-6.2616568
Costa,cafe,53.3444464,-6.2615176
Eatokyo,restaurant,53.3460215,-6.2626194
Las Tapas de Lola,restaurant,53.3369851,-6.2653328
Umi Falafel,fast_food,53.3245904,-6.2650949
Ulster Bank,atm,53.3254011,-6.2648749
Camile,restaurant,53.3256257,-6.2652675
Domino's,fast_food,53.3267046,-6.264736
El Grito,fast_food,53.325536,-6.265302
McDonald's,fast_food,53.3486145,-6.2664212
KFC,fast_food,53.3510437,-6.2641486
Darkey Kelly’s,pub,53.3439563,-6.2699696
Breakaway Coffee,cafe,53.2556342,-6.1131854
Oscars,bar,53.348862,-6.2785235
Ananda,restaurant,53.2878075,-6.2412391
Mace,convenience,53.2861368,-6.2365108
,restaurant,53.2882337,-6.2432599
Nando's,restaurant,53.2887497,-6.2441028
Port House,restaurant,53.2887395,-6.2439299
Warbler & Wren,cafe,53.2879526,-6.2425635
Daybreak,convenience,53.290195,-6.2448157
Roly Saul,restaurant,53.2884064,-6.2428347
Circle K,convenience,53.297784,-6.3724708
Starbucks,cafe,53.3329221,-6.2623232
Mirch Masala,fast_food,53.3506242,-6.2712597
Glynn’s,pub,53.3555164,-6.2659646
Delahunty's,pub,53.3556298,-6.2658025
Gala,convenience,53.3560132,-6.2655937
The Findlater,pub,53.3569746,-6.2645861
Peacock Green & Co.,cafe,53.34359,-6.269695
Mace,convenience,53.3859985,-6.2341102
,atm,53.3409985,-6.2637188
Agave,restaurant,53.3437082,-6.2690269
Peadar Kearney's,pub,53.3442729,-6.265415
Bunsen,restaurant,53.3443038,-6.2641961
Apache Pizza,fast_food,53.344278,-6.2647424
Tula,fast_food,53.3453263,-6.2650814
Maud's,cafe,53.387688,-6.067474
Okra Green,restaurant,53.3876586,-6.06682
Indian Vibe,restaurant,53.2948847,-6.1354764
Gallaher & Co. Bistro,restaurant,53.3459935,-6.2571938
MAK at D6,restaurant,53.3249503,-6.2553528
Bank of Ireland,bank,53.2779445,-6.1641024
Lidl,supermarket,53.2776544,-6.1639131
Twomey's of Deansgrange,supermarket,53.2780832,-6.1633201
Wow Burger,fast_food,53.336635,-6.2653401
Subway,fast_food,53.337228,-6.2655173
The Noodle House,fast_food,53.337016,-6.2657094
Luigi's,fast_food,53.3239764,-6.2512609
Chapel Hill Convenience Stores,convenience,53.3589438,-6.4430652
Pavlov's Bakery,cafe,53.3957478,-6.4393865
Colm's Deli,convenience,53.3454552,-6.2494819
Busker's Bar,pub,53.345838,-6.2604831
,bar,53.3457169,-6.2620585
Caffè Nero,cafe,53.3457255,-6.2619455
Elephant & Castle,restaurant,53.3456774,-6.2624194
Ulster Bank,atm,53.3477894,-6.2590645
Bank of Ireland,atm,53.3481237,-6.2592138
The Bloody Stream,restaurant,53.3889325,-6.0740601
Cleaver East,restaurant,53.3451517,-6.2665757
Tesco,supermarket,53.3918056,-6.249573
Country Cafe,cafe,53.3459537,-6.2697995
Boteco Brazil,cafe,53.34604,-6.268896
Wisła,convenience,53.3338551,-6.2921016
Coffee Doc,cafe,53.3346796,-6.2891721
Conway’s,pub,53.3017544,-6.1781923
Comptoir,bakery,53.3209023,-6.2349187
Cosy Kitchen,cafe,53.2769045,-6.2116134
The Pearse Brasserie,restaurant,53.3432121,-6.2435542
Host Chinese,restaurant,53.3829116,-6.4101456
Butler & Barry,restaurant,53.2035751,-6.0981918
Tyrrelstown Asian Restaurant and Takeaway,restaurant,53.4199001,-6.3825774
Pizza Hut Delivery,fast_food,53.4202015,-6.3825358
Eurasia,supermarket,53.3499523,-6.4059553
Lee's Kitchen,fast_food,53.2767795,-6.1032393
The Club,pub,53.2773116,-6.1025984
Bank of Ireland,atm,53.2776952,-6.1051372
Mario's,fast_food,53.4202031,-6.3827546
Netpol,supermarket,53.420181,-6.3833151
Little Cafe,cafe,53.3380596,-6.2695556
Insomnia,cafe,53.3723459,-6.389559
Spar,convenience,53.3722368,-6.3894755
Romayo's,fast_food,53.3721475,-6.3894203
Zaika,fast_food,53.341151,-6.2636309
Okra Green,restaurant,53.3727572,-6.3613883
Base Wood Fired Pizza,fast_food,53.3750571,-6.3631734
La Dolce Vita,restaurant,53.2769684,-6.2107639
Jimmy Chung's,restaurant,53.3478871,-6.2584627
Milano,restaurant,53.2882847,-6.2430765
McDonald's,fast_food,53.3455041,-6.2636158
Starbucks,cafe,53.2937596,-6.1348991
Nando's,restaurant,53.2936795,-6.1349903
AIB,atm,53.2941669,-6.1334849
Cluck,restaurant,53.3212407,-6.3312178
,atm,53.4258043,-6.2412812
M & L Chinese Restaurant,restaurant,53.3506474,-6.2595379
The Open College,college,53.2605842,-6.1963914
Indie Dhaba,restaurant,53.3408939,-6.2594698
O'Briens,cafe,53.336324,-6.2485735
Hibernia College,college,53.3417671,-6.2520424
Suesey Street,restaurant,53.3326516,-6.2528775
Pufferbellys,cafe,53.3365417,-6.2488836
Bagel Factory,restaurant,53.3363411,-6.2486164
The Rolling Donut,cafe,53.3475517,-6.2598654
Dorset College,college,53.3581683,-6.2574292
Eccles Townhouse,bar,53.3574023,-6.2641644
Chili Club,restaurant,53.3408955,-6.2596281
Fire & Stone,cafe,53.2607059,-6.2207475
Lovinspoon,cafe,53.3556416,-6.2645931
Dario's,fast_food,53.3409294,-6.3357317
Decies Mini-Market,convenience,53.3409022,-6.335876
Pizza Max,fast_food,53.3392765,-6.3441904
Hanoi Tower,fast_food,53.3392595,-6.3442818
Spar,convenience,53.3393359,-6.3438939
Borza's,fast_food,53.3424054,-6.3581811
Babylon/Sofian,fast_food,53.342374,-6.3577795
Tim Young's,bar,53.3416494,-6.3568639
Centra,convenience,53.2527134,-6.2142721
Bank of Ireland,atm,53.3363684,-6.2480323
AIB,atm,53.3911119,-6.3854173
,atm,53.347697,-6.2661235
Yew Tree,restaurant,53.3115144,-6.2829472
Spar,convenience,53.2793889,-6.1966982
The Leopardstown Inn,pub,53.2792395,-6.1967897
Doppio Zero,restaurant,53.3472784,-6.2676661
Osvaldo's Bistro,fast_food,53.3342184,-6.2744811
Spar,convenience,53.3563201,-6.268227
5ive Coffee Shop and Sandwich House,cafe,53.346917,-6.2558761
J3 Sushi & Tea,fast_food,53.3469267,-6.2570648
Subway,fast_food,53.3223949,-6.3393145
Eddie Rocket's,fast_food,53.3224457,-6.3393997
Polonez,convenience,53.3223245,-6.339231
Spar,convenience,53.3174915,-6.3334105
Permanent TSB,bank,53.3174918,-6.3332122
Mind The Step,cafe,53.346893,-6.264917
The Blarney Inn,pub,53.3421258,-6.2548307
The Pig's Ear,restaurant,53.3421617,-6.2549962
O'Briens,cafe,53.3421624,-6.2550835
Tuthills,convenience,53.3203967,-6.3951864
KFC,fast_food,53.3282573,-6.3915515
IFSC Pilates,fitness_centre,53.3482543,-6.2477422
The Laurence Lounge,pub,53.3430467,-6.3380322
KC Peaches,cafe,53.3442702,-6.2643832
Centra,convenience,53.3442773,-6.2645729
Frank and Honest Coffee,cafe,53.3442778,-6.2646337
Verve Gyms,sports_centre,53.4468381,-6.2375937
Centra,convenience,53.3423868,-6.357978
Downey's,pub,53.3423356,-6.3571492
Zakura,restaurant,53.3369336,-6.265388
YogaHub,fitness_centre,53.3605647,-6.2707763
Cakes n Bakes,bakery,53.3365058,-6.4566914
Brick Alley,cafe,53.3454224,-6.2645044
Rosie's Cafe,cafe,53.342923,-6.2699672
Subway,fast_food,53.3444492,-6.2674877
Chopped,fast_food,53.3380242,-6.2534022
Munchies,fast_food,53.3379962,-6.2532415
Yum Thai,fast_food,53.3379361,-6.2530196
Café Sol,cafe,53.3376392,-6.2519362
GEC Café,cafe,53.3410267,-6.2841131
Corfu,restaurant,53.3447428,-6.2672897
Luncheonette,cafe,53.3430472,-6.278132
Nurse's Cafe,restaurant,53.3857113,-6.2545661
AIB,atm,53.3886702,-6.2982872
AIB,atm,53.3886998,-6.2983314
Bread 41,cafe,53.2614109,-6.151882
Spar,convenience,53.3888585,-6.2568964
Gialli café,cafe,53.3381318,-6.2868796
Subway,fast_food,53.3435585,-6.2474023
Masala,fast_food,53.3160847,-6.3166609
The Cliff Stop,cafe,53.3857066,-6.0507503
The Country Market,cafe,53.3848691,-6.0652455
The House,restaurant,53.3858122,-6.0652671
Fortune Terrace Buffet,restaurant,53.3513969,-6.2614694
iYoga,sports_centre,53.3608583,-6.2720096
C Cafe,cafe,53.3079914,-6.3498117
Browne's Steakhouse,restaurant,53.3856095,-6.3739405
Pitt Bros,restaurant,53.3435344,-6.2646731
Butlers Chocolate Cafe,cafe,53.4037177,-6.2193494
Centra,convenience,53.2817127,-6.4649852
Kafka,restaurant,53.3232026,-6.2653429
Starbucks,cafe,53.3233484,-6.2653188
EBS,bank,53.3228142,-6.2653647
Butlers Chocolate Café,cafe,53.3227377,-6.2654461
Permanent TSB,bank,53.3219696,-6.2655958
Kwality Foods,supermarket,53.3217213,-6.2656528
Greenville,cafe,53.3216115,-6.2656719
Shakshuka,restaurant,53.3221381,-6.2664707
Bean & Gone,cafe,53.3515053,-6.2496298
Bounce Back,cafe,53.3431555,-6.2764561
Vice Coffee,cafe,53.3479611,-6.2621368
Peaches,cafe,53.338736,-6.255283
Cafe 105,cafe,53.3142753,-6.2381594
Bombay Pantry,fast_food,53.3142053,-6.2381796
Zizzi,restaurant,53.343496,-6.2602694
The Counter,restaurant,53.3433983,-6.2600017
Tolteca,restaurant,53.3434241,-6.2600816
Pacino's,restaurant,53.3433419,-6.2598486
Centra,convenience,53.3429123,-6.2605598
The Old Storehouse,restaurant,53.345219,-6.2627029
Domino's,fast_food,53.328622,-6.3050849
Mona Lisa,fast_food,53.328635,-6.3050308
Spar,convenience,53.3441749,-6.2597506
Starbucks,cafe,53.392791,-6.248143
O’Neill’s,pub,53.3438336,-6.260743
Le Perroquet,restaurant,53.3430848,-6.2611917
Cornucopia,restaurant,53.3431012,-6.2614298
Molloy’s,pub,53.3511395,-6.2513336
Oak Café Bar,cafe,53.4255126,-6.2398268
Coffee Shack,cafe,53.3657674,-6.3308775
Courts Coffee Shop,cafe,53.3448518,-6.2753974
Spartan martial arts,sports_centre,53.402454,-6.350763
The Joshua Tree,restaurant,53.3217541,-6.27947
Subway,fast_food,53.3255467,-6.2648609
Abrakebabra,fast_food,53.3216559,-6.2668763
Grace’s,pub,53.3218142,-6.2664357
Polonez,supermarket,53.3215309,-6.2661291
Ernesto's Coffee & Artisan Foods,cafe,53.3215682,-6.2672277
Sushida,restaurant,53.3225062,-6.2658166
Ramen Co,restaurant,53.3227031,-6.2657662
Swan Leisure,sports_centre,53.3249092,-6.2655526
Hit the Spot,fast_food,53.3254769,-6.2653072
Hillbilly's,restaurant,53.3264384,-6.2651202
Oriental Emporium,supermarket,53.3267806,-6.2650165
Hamilton Library,library,53.3432637,-6.2506303
Cleary's,pub,53.3416481,-6.3213608
Abrakebabra,fast_food,53.3442808,-6.2655423
The Pig & Heifer,restaurant,53.3469238,-6.2496745
Millstop,convenience,53.3687462,-6.2554381
Pho Viet,restaurant,53.352968,-6.2609111
,atm,53.4286676,-6.2462227
,restaurant,53.3872512,-6.2972863
Polo Stores,supermarket,53.38452,-6.4020933
Nando's,restaurant,53.3917217,-6.3908087
Milano,restaurant,53.3916547,-6.3908118
Thunders home bakery,bakery,53.3559411,-6.2871591
Bruno's take away,fast_food,53.3545751,-6.2931516
The Library Bar,bar,53.3431428,-6.2641152
Asia Market,supermarket,53.342023,-6.2636804
Bodyfirm,fitness_centre,53.3558694,-6.2875928
Kelch's,convenience,53.3559364,-6.2872524
Canton City,restaurant,53.3514034,-6.2827853
Olivo's,fast_food,53.3507509,-6.2823563
All Bar Chicken,restaurant,53.3508805,-6.2821195
,cafe,53.3695753,-6.2766836
Phoenix Cafe,cafe,53.3658167,-6.3309565
Centra,convenience,53.2712746,-6.2032529
Baan Thai,restaurant,53.2712837,-6.2034505
Liberos,fast_food,53.2760664,-6.2497744
Eurospar,supermarket,53.4016368,-6.2968396
Jo'burger,restaurant,53.3482928,-6.276948
The Dock,cafe,53.3481008,-6.2752287
Nova,restaurant,53.277255,-6.1028758
Ragazzi,restaurant,53.277273,-6.1027634
The Corner Note Cafe,cafe,53.277386,-6.1029284
Baked,cafe,53.3255163,-6.2648806
Tadka House,restaurant,53.3254396,-6.264899
CrossFit,fitness_centre,53.3346472,-6.2655416
Camden Bites & Brews,bar,53.3359048,-6.2650316
Roma II,restaurant,53.336808,-6.2656673
Heisenburger,fast_food,53.3307703,-6.2646149
Kylemore,restaurant,53.322881,-6.2649894
Keogh's Cafe,cafe,53.3441102,-6.2622185
The Orange Tree Bakery,bakery,53.3262485,-6.2647353
Farmer Browns at The Village,restaurant,53.3247995,-6.2649543
Daveys,convenience,53.336017,-6.2983299
Eamon & Mary's Dairy,convenience,53.3426009,-6.2924264
Christy's Hospital Stop Shop,convenience,53.342588,-6.292531
Tippenyaki,restaurant,53.3224374,-6.2651617
Forest Avenue,restaurant,53.3315236,-6.2516274
White Pepper Cafe,cafe,53.3235866,-6.2649622
YF Your Fitness Gym,sports_centre,53.3222613,-6.2796061
Harolds Cross Credit Union,bank,53.3213474,-6.2795668
Poppadom at Home,fast_food,53.3203949,-6.2789896
3fe Five Points,cafe,53.3199479,-6.2789381
Pichet,restaurant,53.3438429,-6.262327
Starbucks,cafe,53.3461424,-6.2588959
Mini India,convenience,53.3462898,-6.2589143
Grian Cafe,cafe,53.319512,-6.2908916
Mace,convenience,53.3193075,-6.2911228
Borza,fast_food,53.3192171,-6.2912226
Honkuku,restaurant,53.3190163,-6.2914429
Mulan,fast_food,53.3198393,-6.2908565
Sundrive Bistro,fast_food,53.3202045,-6.2915154
Rosebud,convenience,53.3198027,-6.2914484
Rea's Bistro,restaurant,53.3194498,-6.2917621
Ulster Bank,atm,53.3194693,-6.2924291
Curves,fitness_centre,53.3202688,-6.2915958
Matt the Rashers,cafe,53.3203639,-6.2917743
Monto,fast_food,53.3208656,-6.2924913
Capri,fast_food,53.3206564,-6.2929162
Shay's,convenience,53.3208782,-6.2932728
Pickles,cafe,53.3209301,-6.2931879
Shirley House,restaurant,53.3209653,-6.2932826
Ho Mai,fast_food,53.3230999,-6.2953487
Apache Pizza,fast_food,53.3231408,-6.2953764
Granny Smiths,convenience,53.3232322,-6.2954391
Capital Credit Union,bank,53.3232731,-6.2954624
Kebab King,fast_food,53.3243256,-6.2964213
Fish Bar,fast_food,53.3247862,-6.2964477
Get Fresh,convenience,53.3248791,-6.2965041
Camelot Store,convenience,53.3573146,-6.2681476
Pip's Cafe & Deli,cafe,53.3273998,-6.304401
O'Briens Newsagents,convenience,53.3273765,-6.3045381
Daybreak,convenience,53.3273578,-6.3053176
Old County Grill,fast_food,53.3274899,-6.3039884
Tesco Express,convenience,53.3202155,-6.3162471
Swaad,fast_food,53.3274191,-6.3093115
Spar Express,convenience,53.3275146,-6.3082264
Giovanni's Take Away,fast_food,53.3273853,-6.309404
Nearby,convenience,53.3274777,-6.3105284
Spar,convenience,53.3344549,-6.3193587
Drimnagh Credit Union Limited,bank,53.3340278,-6.3198879
Viva,restaurant,53.3308162,-6.2641839
Rico's Café,fast_food,53.3308777,-6.2642373
Makkah Halal Foods Ltd.,convenience,53.3309331,-6.2642245
Richmond Stop,convenience,53.3311517,-6.2642929
Richmond,restaurant,53.3311003,-6.2646933
Aoki Sushi,fast_food,53.3322177,-6.264619
Chopped,cafe,53.3328669,-6.265088
Damascus Gate,restaurant,53.3329154,-6.265102
Delahunt,cafe,53.3342861,-6.2650662
Centra,convenience,53.3343398,-6.2650454
Camden Rotisserie,restaurant,53.3344042,-6.2650444
Passion 4 Food,restaurant,53.3350181,-6.2649772
Silvio's Food Fare,fast_food,53.3195767,-6.3132473
St Agnes Credit Union Limited,bank,53.3195232,-6.315607
Brady's,convenience,53.3196284,-6.3156297
The A Team,convenience,53.3198381,-6.3153922
The Horse Shoe,pub,53.3200915,-6.3161146
EBS,bank,53.3201522,-6.3161765
Golden Fry,fast_food,53.3208027,-6.3170667
Fusion,fast_food,53.3207856,-6.3170247
Spar,convenience,53.3210316,-6.3175409
Mama Yo,restaurant,53.3353064,-6.2654149
Dumpling Shop,restaurant,53.3352601,-6.2654186
Dime Coffee co.,cafe,53.3352192,-6.2654219
Jerusalem,cafe,53.3353711,-6.2654097
D2 Bubble Tea,cafe,53.3387558,-6.2658796
All Season Grocery,convenience,53.3390711,-6.2658141
Morrocco Gaze 2,cafe,53.3397998,-6.2656157
Smokey Brew,cafe,53.3398927,-6.2655916
Lucky Tortoise Dumpling Company,restaurant,53.3409085,-6.2653899
Uno Mas,fast_food,53.341072,-6.2653514
Five Guys,fast_food,53.341994,-6.2651704
Centra,convenience,53.3942199,-6.2951157
Chelsea Drugstore,bar,53.3422541,-6.2644346
Boss Stop,restaurant,53.3423031,-6.2644091
Dublin Business School,college,53.3433477,-6.2646772
